Team,Spiel,Nachname,Vorname,Punkte,FWVersuche,FWTreffer,2er,3er,Fouls
 SG Schorndorf, 22,Komlenic,Krstan,12.0,0.0,0.0,0.0,4.0,2.0
 SG Schorndorf, 22,Meinlschmidt,Tim,16.0,5.0,4.0,3.0,2.0,0.0
 SG Schorndorf, 22,Randisi,Samuele,2.0,0.0,0.0,1.0,0.0,0.0
 ASV Aichwald, 16,Bulkurcu,Ertunc,0.0,0.0,0.0,0.0,0.0,3.0
 ASV Aichwald, 16,Eichel,Silas,2.0,0.0,0.0,1.0,0.0,0.0
 ASV Aichwald, 16,El-Hourani,Marcel,10.0,0.0,0.0,5.0,0.0,3.0
 ASV Aichwald, 16,Freitag,Markus,4.0,2.0,2.0,1.0,0.0,0.0
 ASV Aichwald, 16,****,***,7.0,3.0,1.0,3.0,0.0,5.0
 ASV Aichwald, 16,Gramm,Moritz,5.0,0.0,0.0,1.0,1.0,3.0
 ASV Aichwald, 16,Pohlers,Michael,7.0,6.0,4.0,0.0,1.0,1.0
 ASV Aichwald, 16,Prauß,Enniego,0.0,0.0,0.0,0.0,0.0,1.0
 ASV Aichwald, 16,Ritter,Thomas,3.0,0.0,0.0,0.0,1.0,0.0
 ASV Aichwald, 16,Schwenzow,Tilmann,6.0,2.0,0.0,3.0,0.0,3.0
 ASV Aichwald, 16,Sticher,Niklas,2.0,0.0,0.0,1.0,0.0,2.0
 ASV Aichwald, 16,von Benthen,Dominik,9.0,4.0,2.0,2.0,1.0,1.0
 Tb Ruit Deers, 16,Cetin,Samet,1.0,2.0,1.0,0.0,0.0,1.0
 Tb Ruit Deers, 16,Dere,Ibrahim,4.0,0.0,0.0,2.0,0.0,3.0
 Tb Ruit Deers, 16,Gueli,Alessandro,29.0,5.0,4.0,8.0,3.0,1.0
 Tb Ruit Deers, 16,Kovacic-Lukic,Kristian,0.0,0.0,0.0,0.0,0.0,1.0
 Tb Ruit Deers, 16,Kuti,Goran,0.0,0.0,0.0,0.0,0.0,3.0
 Tb Ruit Deers, 16,Museta,Arian,11.0,7.0,2.0,3.0,1.0,1.0
 Tb Ruit Deers, 16,****,***,5.0,4.0,1.0,2.0,0.0,1.0
 Tb Ruit Deers, 16,Pokoj,Franz,14.0,3.0,2.0,6.0,0.0,4.0
 Tb Ruit Deers, 16,****,***,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 16,Stefani,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 16,Zabadal,Patrick,0.0,0.0,0.0,0.0,0.0,1.0
 Tb Ruit Deers, 16,Zivkovic,Borislav,4.0,1.0,0.0,2.0,0.0,2.0
 TSV Schmiden 2, 47,Dorst,Oliver,2.0,0.0,0.0,1.0,0.0,2.0
 TSV Schmiden 2, 47,Gühring,Valentino,17.0,7.0,4.0,2.0,3.0,3.0
 TSV Schmiden 2, 47,Ilas,Vasileios,4.0,2.0,0.0,2.0,0.0,1.0
 TSV Schmiden 2, 47,Jankovic,Marvin,15.0,4.0,2.0,5.0,1.0,3.0
 TSV Schmiden 2, 47,****,***,2.0,2.0,0.0,1.0,0.0,2.0
 TSV Schmiden 2, 47,Klein,Kelvin,0.0,0.0,0.0,0.0,0.0,2.0
 TSV Schmiden 2, 47,Lucas,Simon,0.0,0.0,0.0,0.0,0.0,2.0
 TSV Schmiden 2, 47,Sörös,Martin,11.0,4.0,4.0,2.0,1.0,1.0
 TSB Schwäbisch Gmünd 2, 47,Bonnet,Marc-Aris,2.0,0.0,0.0,1.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 47,Bulatow,Max,5.0,0.0,0.0,1.0,1.0,2.0
 TSB Schwäbisch Gmünd 2, 47,Gouziotis,Konstantinos,3.0,0.0,0.0,0.0,1.0,0.0
 TSB Schwäbisch Gmünd 2, 47,Hellmann,Micha-Benjamin,15.0,4.0,1.0,7.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 47,Lehmann,Oliver,3.0,4.0,1.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 47,Magkoutas,Konstantinos,7.0,1.0,0.0,2.0,1.0,5.0
 TSB Schwäbisch Gmünd 2, 47,Nagel,Noah,3.0,2.0,1.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 47,****,***,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 47,Schwenk,Marvin,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 47,Tumba,Nikita,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 47,Weller,Ben,15.0,4.0,4.0,1.0,3.0,0.0
 Aalener Sportallianz, 32,Csatlos,Tibor,10.0,1.0,0.0,2.0,2.0,2.0
 Aalener Sportallianz, 32,Eberlein,Thomas,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 32,Isik,Mehmet Berke,8.0,1.0,0.0,1.0,2.0,2.0
 Aalener Sportallianz, 32,Knoblauch,Florian,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 32,Mystiroudis,Ioannis,12.0,5.0,4.0,4.0,0.0,0.0
 Aalener Sportallianz, 32,Pekka,Emeric,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 32,Quoc Anh,Vu,3.0,3.0,1.0,1.0,0.0,0.0
 Aalener Sportallianz, 32,Spoida,Victor,1.0,4.0,1.0,0.0,0.0,3.0
 Aalener Sportallianz, 32,Tchokoyo Nkongho,Crespin Miguel,7.0,2.0,1.0,3.0,0.0,1.0
 Aalener Sportallianz, 32,Weber,Lukas,0.0,0.0,0.0,0.0,0.0,2.0
 Aalener Sportallianz, 32,Weber,Max,8.0,3.0,2.0,3.0,0.0,1.0
 Aalener Sportallianz, 32,Wigel,Alexander,0.0,0.0,0.0,0.0,0.0,0.0
 ASV Aichwald, 32,Emonds,Felix,2.0,0.0,0.0,1.0,0.0,1.0
 ASV Aichwald, 32,Fix,Alexander,4.0,0.0,0.0,2.0,0.0,1.0
 ASV Aichwald, 32,Freitag,Markus,15.0,2.0,1.0,7.0,0.0,0.0
 ASV Aichwald, 32,****,***,19.0,8.0,6.0,5.0,1.0,3.0
 ASV Aichwald, 32,Gramm,Moritz,4.0,0.0,0.0,2.0,0.0,0.0
 ASV Aichwald, 32,Prauß,Enniego,3.0,0.0,0.0,0.0,1.0,5.0
 ASV Aichwald, 32,Schwenzow,Tilmann,8.0,2.0,1.0,2.0,1.0,3.0
 ASV Aichwald, 32,Sticher,Niklas,0.0,0.0,0.0,0.0,0.0,2.0
 ASV Aichwald, 32,Weinschenk,Daniel,12.0,3.0,2.0,5.0,0.0,2.0
 TSV Schmiden 2, 43,Bergert,Sven,5.0,0.0,0.0,1.0,1.0,1.0
 TSV Schmiden 2, 43,Dorst,Oliver,11.0,0.0,0.0,1.0,3.0,3.0
 TSV Schmiden 2, 43,Gühring,Valentino,17.0,3.0,3.0,1.0,4.0,4.0
 TSV Schmiden 2, 43,Ilas,Vasileios,2.0,0.0,0.0,1.0,0.0,4.0
 TSV Schmiden 2, 43,Jankovic,Marvin,4.0,0.0,0.0,2.0,0.0,0.0
 TSV Schmiden 2, 43,****,***,4.0,0.0,0.0,2.0,0.0,5.0
 TSV Schmiden 2, 43,Klein,Kelvin,5.0,1.0,1.0,2.0,0.0,5.0
 TSV Schmiden 2, 43,Sörös,Martin,13.0,9.0,5.0,4.0,0.0,4.0
 TSV Schmiden 2, 43,Weidner,Lorenz,0.0,0.0,0.0,0.0,0.0,2.0
 TSV Essingen, 43,Albanus,Julius,12.0,11.0,4.0,4.0,0.0,4.0
 TSV Essingen, 43,Demirtas,Luca,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Essingen, 43,Jaros,Samuel,11.0,1.0,0.0,1.0,3.0,2.0
 TSV Essingen, 43,Müller,Peter,4.0,0.0,0.0,2.0,0.0,0.0
 TSV Essingen, 43,Penz,Julian,8.0,5.0,4.0,2.0,0.0,4.0
 TSV Essingen, 43,Seyum,Alexander,6.0,6.0,4.0,1.0,0.0,2.0
 TSV Essingen, 43,Walter,Martin,10.0,3.0,0.0,5.0,0.0,0.0
 TSV Essingen, 43,****,***,18.0,6.0,6.0,0.0,4.0,2.0
 TSV Essingen, 43,Zimmermann,Manfred,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 68,Eberlein,Thomas,0.0,0.0,0.0,0.0,0.0,1.0
 Aalener Sportallianz, 68,Isik,Mehmet Berke,0.0,0.0,0.0,0.0,0.0,3.0
 Aalener Sportallianz, 68,Mystiroudis,Ioannis,1.0,2.0,1.0,0.0,0.0,2.0
 Aalener Sportallianz, 68,Mystiroudis,Thrasyvoulos,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 68,Pekka,Imre,23.0,0.0,0.0,7.0,3.0,4.0
 Aalener Sportallianz, 68,Quoc Anh,Vu,2.0,0.0,0.0,1.0,0.0,0.0
 Aalener Sportallianz, 68,Saglam,Kaan,4.0,0.0,0.0,2.0,0.0,1.0
 Aalener Sportallianz, 68,Tchokoyo Nkongho,Crespin Miguel,6.0,0.0,0.0,3.0,0.0,3.0
 Aalener Sportallianz, 68,Wang,Warson,5.0,0.0,0.0,1.0,1.0,2.0
 Aalener Sportallianz, 68,Weber,Lukas,0.0,0.0,0.0,0.0,0.0,1.0
 Aalener Sportallianz, 68,Weber,Max,3.0,2.0,1.0,1.0,0.0,2.0
 Aalener Sportallianz, 68,Wigel,Alexander,0.0,0.0,0.0,0.0,0.0,3.0
 TSV Schmiden 2, 68,Alber,Christoph,3.0,6.0,3.0,0.0,0.0,2.0
 TSV Schmiden 2, 68,Bergert,Sven,6.0,3.0,3.0,0.0,1.0,0.0
 TSV Schmiden 2, 68,Bürkle,Rainer,0.0,0.0,0.0,0.0,0.0,1.0
 TSV Schmiden 2, 68,Dorst,Oliver,2.0,0.0,0.0,1.0,0.0,1.0
 TSV Schmiden 2, 68,Eckenfelder,Felix,2.0,0.0,0.0,1.0,0.0,0.0
 TSV Schmiden 2, 68,Gühring,Valentino,8.0,2.0,1.0,2.0,1.0,0.0
 TSV Schmiden 2, 68,Ilas,Vasileios,13.0,0.0,0.0,2.0,3.0,1.0
 TSV Schmiden 2, 68,Jankovic,Marvin,17.0,2.0,2.0,6.0,1.0,3.0
 TSV Schmiden 2, 68,Lucas,Simon,4.0,4.0,0.0,2.0,0.0,3.0
 TSV Schmiden 2, 68,Peiker,Marvin,2.0,4.0,0.0,1.0,0.0,0.0
 TSV Schmiden 2, 68,Sörös,Martin,18.0,1.0,1.0,7.0,1.0,2.0
 TSV Schmiden 2, 8,Bergert,Sven,13.0,0.0,0.0,2.0,3.0,1.0
 TSV Schmiden 2, 8,Bürkle,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Schmiden 2, 8,Gühring,Valentino,28.0,3.0,3.0,5.0,5.0,1.0
 TSV Schmiden 2, 8,Jankovic,Marvin,5.0,2.0,1.0,2.0,0.0,2.0
 TSV Schmiden 2, 8,Jaric,Sebastian,2.0,0.0,0.0,1.0,0.0,1.0
 TSV Schmiden 2, 8,Klein,Kelvin,4.0,0.0,0.0,2.0,0.0,3.0
 TSV Schmiden 2, 8,Kunduklija,Almir,12.0,4.0,2.0,5.0,0.0,4.0
 TSV Schmiden 2, 8,Lucas,Simon,2.0,0.0,0.0,1.0,0.0,1.0
 TSV Schmiden 2, 8,Peiker,Marvin,0.0,0.0,0.0,0.0,0.0,1.0
 TSV Schmiden 2, 8,Sörös,Martin,14.0,6.0,4.0,5.0,0.0,3.0
 Tb Ruit Deers, 8,Cetin,Samet,8.0,5.0,5.0,0.0,1.0,4.0
 Tb Ruit Deers, 8,Dere,Ibrahim,11.0,2.0,2.0,0.0,3.0,2.0
 Tb Ruit Deers, 8,Gueli,Alessandro,14.0,1.0,0.0,4.0,2.0,1.0
 Tb Ruit Deers, 8,Hasanovic,Adnan,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 8,Kuti,Goran,1.0,2.0,1.0,0.0,0.0,1.0
 Tb Ruit Deers, 8,Museta,Arian,13.0,1.0,0.0,5.0,1.0,3.0
 Tb Ruit Deers, 8,Pokoj,Franz,13.0,7.0,3.0,5.0,0.0,2.0
 Tb Ruit Deers, 8,Toskas,Ioannis,10.0,2.0,1.0,0.0,3.0,0.0
 Tb Ruit Deers, 61,Dere,Ibrahim,18.0,6.0,6.0,3.0,2.0,1.0
 Tb Ruit Deers, 61,Gueli,Alessandro,5.0,0.0,0.0,1.0,1.0,1.0
 Tb Ruit Deers, 61,Hasanovic,Adnan,5.0,3.0,3.0,1.0,0.0,0.0
 Tb Ruit Deers, 61,Janovsky,Pascal,23.0,8.0,4.0,8.0,1.0,3.0
 Tb Ruit Deers, 61,Kumar,Sundeep,7.0,1.0,1.0,3.0,0.0,3.0
 Tb Ruit Deers, 61,Museta,Arian,2.0,0.0,0.0,1.0,0.0,5.0
 Tb Ruit Deers, 61,****,***,4.0,0.0,0.0,2.0,0.0,0.0
 Tb Ruit Deers, 61,Nhunwa Mbianga,Sylvain,2.0,2.0,2.0,0.0,0.0,0.0
 Tb Ruit Deers, 61,Pokoj,Franz,0.0,0.0,0.0,0.0,0.0,2.0
 Tb Ruit Deers, 61,Stefani,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 61,Zivkovic,Borislav,11.0,0.0,0.0,1.0,3.0,2.0
 ASV Aichwald, 61,Cobisi,Valerio Paolo,21.0,6.0,3.0,9.0,0.0,4.0
 ASV Aichwald, 61,El-Hourani,Marcel,10.0,8.0,6.0,2.0,0.0,0.0
 ASV Aichwald, 61,Gramm,Moritz,11.0,3.0,1.0,5.0,0.0,3.0
 ASV Aichwald, 61,Prauß,Enniego,5.0,0.0,0.0,1.0,1.0,1.0
 ASV Aichwald, 61,Ritter,Thomas,4.0,1.0,0.0,2.0,0.0,2.0
 ASV Aichwald, 61,Schwenzow,Tilmann,13.0,5.0,3.0,5.0,0.0,4.0
 ASV Aichwald, 61,Sticher,Niklas,8.0,0.0,0.0,4.0,0.0,0.0
 ASV Aichwald, 61,Weinschenk,Daniel,7.0,0.0,0.0,2.0,1.0,4.0
 TSV Essingen, 13,Demirtas,Luca,21.0,1.0,0.0,9.0,1.0,1.0
 TSV Essingen, 13,Henne,Stefan,14.0,4.0,0.0,7.0,0.0,2.0
 TSV Essingen, 13,Jaros,Samuel,14.0,0.0,0.0,4.0,2.0,0.0
 TSV Essingen, 13,Mehajer,Jaafar,12.0,2.0,2.0,5.0,0.0,0.0
 TSV Essingen, 13,Müller,Peter,17.0,3.0,2.0,6.0,1.0,1.0
 TSV Essingen, 13,Seyum,Alexander,18.0,0.0,0.0,9.0,0.0,1.0
 TSV Essingen, 13,Walter,Martin,6.0,0.0,0.0,3.0,0.0,0.0
 TSV Essingen, 13,****,***,9.0,4.0,2.0,2.0,1.0,0.0
 TSV Essingen, 13,Zimmermann,Manfred,6.0,1.0,0.0,3.0,0.0,3.0
 Sportvg Feuerbach 3, 13,Berkant,Kurban,3.0,2.0,1.0,1.0,0.0,1.0
 Sportvg Feuerbach 3, 13,Boras,Karlo,2.0,0.0,0.0,1.0,0.0,2.0
 Sportvg Feuerbach 3, 13,Cvijetic,Andrej-Danis,12.0,0.0,0.0,6.0,0.0,1.0
 Sportvg Feuerbach 3, 13,Nowak,Alexander,0.0,0.0,0.0,0.0,0.0,1.0
 Sportvg Feuerbach 3, 13,Pelkner,Niklas,6.0,0.0,0.0,3.0,0.0,2.0
 Sportvg Feuerbach 3, 13,Salar,Sahab,0.0,0.0,0.0,0.0,0.0,2.0
 Sportvg Feuerbach 3, 13,Skrimizeas,Dimitrios,10.0,3.0,2.0,4.0,0.0,3.0
 Aalener Sportallianz, 7,Csatlos,Tibor,3.0,2.0,0.0,0.0,1.0,5.0
 Aalener Sportallianz, 7,Eberlein,Thomas,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 7,Isik,Mehmet Berke,3.0,2.0,1.0,1.0,0.0,1.0
 Aalener Sportallianz, 7,****,***,13.0,6.0,1.0,6.0,0.0,5.0
 Aalener Sportallianz, 7,Knoblauch,Florian,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 7,Mystiroudis,Ioannis,3.0,0.0,0.0,0.0,1.0,1.0
 Aalener Sportallianz, 7,Pekka,Emeric,11.0,2.0,1.0,2.0,2.0,4.0
 Aalener Sportallianz, 7,Pekka,Imre,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 7,Saglam,Kaan,8.0,9.0,1.0,2.0,1.0,3.0
 Aalener Sportallianz, 7,Spoida,Victor,6.0,1.0,0.0,3.0,0.0,3.0
 Aalener Sportallianz, 7,Wang,Warson,8.0,8.0,6.0,1.0,0.0,0.0
 Aalener Sportallianz, 7,Weber,Lukas,0.0,0.0,0.0,0.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 7,Bonnet,Marc-Aris,2.0,8.0,2.0,0.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 7,Bulatow,Max,12.0,8.0,5.0,2.0,1.0,4.0
 TSB Schwäbisch Gmünd 2, 7,Gouziotis,Konstantinos,2.0,0.0,0.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 7,Hellmann,Micha-Benjamin,11.0,4.0,3.0,4.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 7,Klause,Joel,0.0,0.0,0.0,0.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 7,Lehmann,Oliver,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 7,Magkoutas,Konstantinos,14.0,10.0,4.0,5.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 7,Nickert,Leopold,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 7,****,***,1.0,4.0,1.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 7,Weller,Ben,22.0,4.0,4.0,3.0,4.0,4.0
 ASV Aichwald, 57,Cobisi,Valerio Paolo,12.0,5.0,2.0,5.0,0.0,3.0
 ASV Aichwald, 57,El-Hourani,Marcel,6.0,2.0,0.0,3.0,0.0,4.0
 ASV Aichwald, 57,Fix,Alexander,5.0,0.0,0.0,1.0,1.0,2.0
 ASV Aichwald, 57,Freitag,Markus,0.0,0.0,0.0,0.0,0.0,0.0
 ASV Aichwald, 57,****,***,4.0,0.0,0.0,2.0,0.0,4.0
 ASV Aichwald, 57,Ritter,Thomas,3.0,2.0,1.0,1.0,0.0,2.0
 ASV Aichwald, 57,Schwenzow,Tilmann,12.0,4.0,1.0,4.0,1.0,3.0
 ASV Aichwald, 57,Sticher,Niklas,6.0,2.0,0.0,3.0,0.0,0.0
 ASV Aichwald, 57,Weinschenk,Daniel,12.0,3.0,2.0,5.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 57,Bonnet,Marc-Aris,4.0,4.0,0.0,2.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 57,Bulatow,Max,0.0,0.0,0.0,0.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 57,Gouziotis,Konstantinos,5.0,6.0,3.0,1.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 57,Heilig,Jonas,4.0,7.0,4.0,0.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 57,Lehmann,Oliver,0.0,0.0,0.0,0.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 57,Magkoutas,Konstantinos,0.0,0.0,0.0,0.0,0.0,5.0
 TSB Schwäbisch Gmünd 2, 57,Schwenk,Marvin,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 57,Tumba,Nikita,1.0,2.0,1.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 57,Weller,Ben,25.0,10.0,6.0,5.0,3.0,2.0
 SpVgg Möhringen 2, 21,****,***,0.0,0.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 21,Blumberg,David,2.0,0.0,0.0,1.0,0.0,2.0
 SpVgg Möhringen 2, 21,Emili,Paolo,6.0,0.0,0.0,3.0,0.0,1.0
 SpVgg Möhringen 2, 21,Fabian,Jascha,0.0,0.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 21,Jetter,Martin,8.0,0.0,0.0,1.0,2.0,1.0
 SpVgg Möhringen 2, 21,Nieuwenhuizen,Florian,15.0,8.0,6.0,3.0,1.0,1.0
 SpVgg Möhringen 2, 21,Pavlovits,Stefan Sasa,11.0,7.0,5.0,3.0,0.0,0.0
 SpVgg Möhringen 2, 21,Roman,Eric,0.0,0.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 21,Wiedemann,Bernd,2.0,0.0,0.0,1.0,0.0,0.0
 SpVgg Möhringen 2, 21,Wrachtrup,Maximilian,4.0,0.0,0.0,2.0,0.0,1.0
 TSV Essingen, 21,Albanus,Julius,13.0,0.0,0.0,5.0,1.0,2.0
 TSV Essingen, 21,Demirtas,Luca,6.0,0.0,0.0,3.0,0.0,1.0
 TSV Essingen, 21,Jaros,Samuel,20.0,0.0,0.0,1.0,6.0,0.0
 TSV Essingen, 21,Mehajer,Jaafar,6.0,0.0,0.0,3.0,0.0,2.0
 TSV Essingen, 21,Mehajer,Zoulfikar,2.0,0.0,0.0,1.0,0.0,1.0
 TSV Essingen, 21,Pavkovic,Igor,0.0,0.0,0.0,0.0,0.0,3.0
 TSV Essingen, 21,Walter,Martin,8.0,6.0,4.0,2.0,0.0,4.0
 TSV Essingen, 21,****,***,14.0,2.0,2.0,0.0,4.0,0.0
 TSV Essingen, 21,Zimmermann,Manfred,3.0,0.0,0.0,0.0,1.0,0.0
 SG Schorndorf, 87,Cimino,Kareem,4.0,3.0,2.0,1.0,0.0,2.0
 SG Schorndorf, 87,Gaudio,Joel,2.0,0.0,0.0,1.0,0.0,0.0
 SG Schorndorf, 87,Gerstenhauer,Timo,2.0,0.0,0.0,1.0,0.0,0.0
 SG Schorndorf, 87,Hergül,Eray,5.0,0.0,0.0,1.0,1.0,1.0
 SG Schorndorf, 87,Hergül,Koray,9.0,0.0,0.0,3.0,1.0,1.0
 SG Schorndorf, 87,Komlenic,Dusan,2.0,0.0,0.0,1.0,0.0,0.0
 SG Schorndorf, 87,Komlenic,Krstan,7.0,0.0,0.0,2.0,1.0,2.0
 SG Schorndorf, 87,Mesic,Duzel,3.0,2.0,1.0,1.0,0.0,0.0
 SG Schorndorf, 87,Randisi,Samuele,10.0,2.0,1.0,3.0,1.0,2.0
 SG Schorndorf, 87,****,***,5.0,2.0,1.0,2.0,0.0,3.0
 SG Schorndorf, 87,Segrt,Milan,7.0,0.0,0.0,2.0,1.0,2.0
 SG Schorndorf, 87,Weber,Ben,15.0,2.0,1.0,7.0,0.0,4.0
 Aalener Sportallianz, 87,Bold,Edgar,3.0,2.0,1.0,1.0,0.0,0.0
 Aalener Sportallianz, 87,Csatlos,Tibor,0.0,0.0,0.0,0.0,0.0,4.0
 Aalener Sportallianz, 87,Eberlein,Thomas,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 87,Fuchs,Rene,4.0,2.0,2.0,1.0,0.0,0.0
 Aalener Sportallianz, 87,Mystiroudis,Ioannis,5.0,4.0,1.0,2.0,0.0,0.0
 Aalener Sportallianz, 87,Mystiroudis,Thrasyvoulos,5.0,2.0,0.0,1.0,1.0,1.0
 Aalener Sportallianz, 87,Pekka,Emeric,0.0,0.0,0.0,0.0,0.0,2.0
 Aalener Sportallianz, 87,Pekka,Imre,23.0,2.0,1.0,5.0,4.0,2.0
 Aalener Sportallianz, 87,Tchokoyo Nkongho,Crespin Miguel,5.0,3.0,1.0,2.0,0.0,1.0
 Aalener Sportallianz, 87,Ücüncüoglu,Mertkan,2.0,2.0,0.0,1.0,0.0,0.0
 Aalener Sportallianz, 87,Weber,Max,4.0,1.0,0.0,2.0,0.0,0.0
 Aalener Sportallianz, 87,Wigel,Alexander,0.0,0.0,0.0,0.0,0.0,1.0
 TSV Schmiden 2, 18,Alber,Christoph,2.0,0.0,0.0,1.0,0.0,1.0
 TSV Schmiden 2, 18,Bergert,Sven,12.0,0.0,0.0,3.0,2.0,0.0
 TSV Schmiden 2, 18,Bürkle,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Schmiden 2, 18,Dorst,Oliver,6.0,0.0,0.0,0.0,2.0,0.0
 TSV Schmiden 2, 18,Gühring,Valentino,18.0,2.0,1.0,1.0,5.0,2.0
 TSV Schmiden 2, 18,Ilas,Vasileios,2.0,2.0,0.0,1.0,0.0,1.0
 TSV Schmiden 2, 18,Jaric,Sebastian,3.0,0.0,0.0,0.0,1.0,0.0
 TSV Schmiden 2, 18,Klein,Kelvin,3.0,2.0,1.0,1.0,0.0,2.0
 TSV Schmiden 2, 18,Lucas,Simon,0.0,0.0,0.0,0.0,0.0,2.0
 TSV Schmiden 2, 18,Sörös,Martin,6.0,2.0,1.0,1.0,1.0,0.0
 SpVgg Möhringen 2, 18,Blumberg,David,5.0,4.0,1.0,2.0,0.0,2.0
 SpVgg Möhringen 2, 18,Fabian,Jascha,2.0,0.0,0.0,1.0,0.0,0.0
 SpVgg Möhringen 2, 18,Huber,Ari,16.0,1.0,1.0,6.0,1.0,1.0
 SpVgg Möhringen 2, 18,Jetter,Martin,2.0,0.0,0.0,1.0,0.0,1.0
 SpVgg Möhringen 2, 18,Nieuwenhuizen,Florian,3.0,0.0,0.0,0.0,1.0,3.0
 SpVgg Möhringen 2, 18,Roman,Eric,8.0,0.0,0.0,4.0,0.0,2.0
 SpVgg Möhringen 2, 18,Rösch,Oliver,0.0,0.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 18,Toromanovic,Zlatan,3.0,2.0,1.0,1.0,0.0,4.0
 SpVgg Möhringen 2, 18,Wiedemann,Bernd,1.0,2.0,1.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 18,Wrachtrup,Maximilian,2.0,0.0,0.0,1.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 12,Bonnet,Marc-Aris,1.0,2.0,1.0,0.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 12,Bulatow,Max,10.0,2.0,0.0,2.0,2.0,4.0
 TSB Schwäbisch Gmünd 2, 12,Gouziotis,Konstantinos,3.0,1.0,1.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 12,Hellmann,Micha-Benjamin,8.0,4.0,0.0,4.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 12,Lehmann,Oliver,3.0,3.0,1.0,1.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 12,Magkoutas,Konstantinos,6.0,1.0,0.0,3.0,0.0,4.0
 TSB Schwäbisch Gmünd 2, 12,Nagel,Noah,2.0,2.0,0.0,1.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 12,****,***,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 12,Schwenk,Marvin,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 12,Tumba,Nikita,6.0,0.0,0.0,3.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 12,Weller,Ben,14.0,1.0,0.0,4.0,2.0,2.0
 ASV Aichwald, 12,Bulkurcu,Ertunc,3.0,0.0,0.0,0.0,1.0,2.0
 ASV Aichwald, 12,Cobisi,Valerio Paolo,13.0,11.0,5.0,4.0,0.0,1.0
 ASV Aichwald, 12,El-Hourani,Marcel,10.0,1.0,0.0,5.0,0.0,3.0
 ASV Aichwald, 12,Freitag,Markus,11.0,1.0,1.0,5.0,0.0,0.0
